Time Structure Coil B-Sheet B-Bridge Bend Turn A-Helix 5-Helix 3-Helix
   2.905   267    96    38     8    48    47   174    10    19
    2.91   274    95    40     8    47    37   189     5    19
   2.915   274    99    38     8    46    48   180     5    16
    2.92   269    97    38     8    47    49   174     5    22
   2.925   277    96    39     8    46    47   183     5    16
    2.93   263   104    30     9    48    42   182     5    20
   2.935   274    96    38     8    48    41   187     5    17
    2.94   273   100    36     6    49    45   186     0    18
   2.945   264   108    34     6    45    43   181     5    18
    2.95   271    98    36     9    49    39   187     5    17
   2.955   273   100    39     8    48    37   189     0    19
    2.96   274    99    37     8    47    43   186     0    20
   2.965   267    99    39     6    48    44   178     5    21
    2.97   268   104    37     8    47    49   174     5    16
   2.975   273    98    38     8    46    43   184     5    18
    2.98   275   103    29    13    45    51   182     5    12
